,SECTOR,FECHA,media,Rad,Precip
1269,HOGAR,2015-05-11,98.16666666666667,27.9,0.0
1270,BELLEZA,2015-05-11,68.15,27.9,0.0
1271,AUTO,2015-05-11,142.55,27.9,0.0
1272,ALIMENTACION,2015-05-11,43.23076923076923,27.9,0.0
1273,TECNOLOGIA,2015-05-12,136.5531914893617,27.5,0.0
1274,SALUD,2015-05-12,142.8242424242424,27.5,0.0
1275,RESTAURACION,2015-05-12,66.16279069767442,27.5,0.0
1276,OTROS,2015-05-12,93.11111111111111,27.5,0.0
1277,OCIO Y TIEMPO LIBRE,2015-05-12,80.60526315789474,27.5,0.0
1278,MODA Y COMPLEMENTOS,2015-05-12,97.20408163265306,27.5,0.0
1279,HOGAR,2015-05-12,131.78125,27.5,0.0
1280,BELLEZA,2015-05-12,58.432432432432435,27.5,0.0
1281,AUTO,2015-05-12,136.08,27.5,0.0
1282,ALIMENTACION,2015-05-12,154.3,27.5,0.0
1283,TECNOLOGIA,2015-05-13,251.15151515151516,26.1,0.0
1284,SALUD,2015-05-13,128.16326530612244,26.1,0.0
1285,RESTAURACION,2015-05-13,78.55263157894737,26.1,0.0
1286,OTROS,2015-05-13,80.34782608695652,26.1,0.0
1287,OCIO Y TIEMPO LIBRE,2015-05-13,76.10810810810811,26.1,0.0
1288,MODA Y COMPLEMENTOS,2015-05-13,94.82142857142857,26.1,0.0
1289,HOGAR,2015-05-13,148.18421052631578,26.1,0.0
1290,BELLEZA,2015-05-13,63.92783505154639,26.1,0.0
1291,AUTO,2015-05-13,161.75,26.1,0.0
1292,ALIMENTACION,2015-05-13,58.53846153846154,26.1,0.0
1293,TECNOLOGIA,2015-05-14,143.17142857142858,25.9,0.0
1294,SALUD,2015-05-14,120.30666666666667,25.9,0.0
1295,RESTAURACION,2015-05-14,57.68292682926829,25.9,0.0
1296,OTROS,2015-05-14,49.38461538461539,25.9,0.0
1297,OCIO Y TIEMPO LIBRE,2015-05-14,39.1025641025641,25.9,0.0
1298,MODA Y COMPLEMENTOS,2015-05-14,96.39455782312925,25.9,0.0
1299,HOGAR,2015-05-14,137.23076923076923,25.9,0.0
1300,BELLEZA,2015-05-14,69.96739130434783,25.9,0.0
1301,AUTO,2015-05-14,184.1304347826087,25.9,0.0
1302,ALIMENTACION,2015-05-14,90.4,25.9,0.0
1303,TECNOLOGIA,2015-05-15,101.36363636363636,26.9,0.0
1304,SALUD,2015-05-15,148.7076923076923,26.9,0.0
1305,RESTAURACION,2015-05-15,62.19230769230769,26.9,0.0
1306,OTROS,2015-05-15,47.54054054054054,26.9,0.0
1307,OCIO Y TIEMPO LIBRE,2015-05-15,65.72222222222223,26.9,0.0
1308,MODA Y COMPLEMENTOS,2015-05-15,85.69672131147541,26.9,0.0
1309,HOGAR,2015-05-15,107.27659574468085,26.9,0.0
1310,BELLEZA,2015-05-15,53.58878504672897,26.9,0.0
1311,AUTO,2015-05-15,158.64285714285714,26.9,0.0
1312,ALIMENTACION,2015-05-15,71.75,26.9,0.0
1313,TECNOLOGIA,2015-05-16,145.22727272727272,28.1,0.0
1314,SALUD,2015-05-16,78.12820512820512,28.1,0.0
1315,RESTAURACION,2015-05-16,110.30666666666667,28.1,0.0
1316,OTROS,2015-05-16,88.0,28.1,0.0
1317,OCIO Y TIEMPO LIBRE,2015-05-16,57.2,28.1,0.0
1318,MODA Y COMPLEMENTOS,2015-05-16,116.64615384615385,28.1,0.0
1319,HOGAR,2015-05-16,157.89285714285714,28.1,0.0
1320,BELLEZA,2015-05-16,48.39705882352941,28.1,0.0
1321,AUTO,2015-05-16,285.5,28.1,0.0
1322,ALIMENTACION,2015-05-16,106.58333333333333,28.1,0.0
1323,TECNOLOGIA,2015-05-17,,29.1,0.0
1324,SALUD,2015-05-17,55.4,29.1,0.0
1325,RESTAURACION,2015-05-17,120.2,29.1,0.0
1326,OTROS,2015-05-17,30.833333333333332,29.1,0.0
1327,OCIO Y TIEMPO LIBRE,2015-05-17,20.0,29.1,0.0
1328,MODA Y COMPLEMENTOS,2015-05-17,60.0,29.1,0.0
1329,HOGAR,2015-05-17,6.0,29.1,0.0
1330,BELLEZA,2015-05-17,66.33333333333333,29.1,0.0
1331,AUTO,2015-05-17,85.0,29.1,0.0
1332,ALIMENTACION,2015-05-17,17.0,29.1,0.0
1333,TECNOLOGIA,2015-05-18,163.3125,27.5,0.0
1334,SALUD,2015-05-18,164.98089171974522,27.5,0.0
1335,RESTAURACION,2015-05-18,57.36363636363637,27.5,0.0
1336,OTROS,2015-05-18,62.48571428571429,27.5,0.0
1337,OCIO Y TIEMPO LIBRE,2015-05-18,61.333333333333336,27.5,0.0
1338,MODA Y COMPLEMENTOS,2015-05-18,89.79166666666667,27.5,0.0
1339,HOGAR,2015-05-18,106.91666666666667,27.5,0.0
1340,BELLEZA,2015-05-18,85.4,27.5,0.0
1341,AUTO,2015-05-18,187.2,27.5,0.0
1342,ALIMENTACION,2015-05-18,97.0,27.5,0.0
1343,TECNOLOGIA,2015-05-19,179.26470588235293,27.3,0.4
1344,SALUD,2015-05-19,148.08387096774194,27.3,0.4
1345,RESTAURACION,2015-05-19,48.23684210526316,27.3,0.4
1346,OTROS,2015-05-19,66.25925925925925,27.3,0.4
1347,OCIO Y TIEMPO LIBRE,2015-05-19,95.04761904761905,27.3,0.4
1348,MODA Y COMPLEMENTOS,2015-05-19,92.63703703703703,27.3,0.4
1349,HOGAR,2015-05-19,90.61290322580645,27.3,0.4
1350,BELLEZA,2015-05-19,47.721518987341774,27.3,0.4
1351,AUTO,2015-05-19,80.57894736842105,27.3,0.4
1352,ALIMENTACION,2015-05-19,106.66666666666667,27.3,0.4
1353,TECNOLOGIA,2015-05-20,107.21212121212122,12.2,0.0
1354,SALUD,2015-05-20,161.02366863905326,12.2,0.0
1355,RESTAURACION,2015-05-20,47.44117647058823,12.2,0.0
1356,OTROS,2015-05-20,184.2,12.2,0.0
1357,OCIO Y TIEMPO LIBRE,2015-05-20,101.5,12.2,0.0
1358,MODA Y COMPLEMENTOS,2015-05-20,79.58267716535433,12.2,0.0
1359,HOGAR,2015-05-20,120.17021276595744,12.2,0.0
1360,BELLEZA,2015-05-20,46.666666666666664,12.2,0.0
1361,AUTO,2015-05-20,110.6,12.2,0.0
1362,ALIMENTACION,2015-05-20,194.46153846153845,12.2,0.0
1363,TECNOLOGIA,2015-05-21,121.9,22.3,0.0
1364,SALUD,2015-05-21,153.9264705882353,22.3,0.0
1365,RESTAURACION,2015-05-21,54.02127659574468,22.3,0.0
1366,OTROS,2015-05-21,156.1818181818182,22.3,0.0
1367,OCIO Y TIEMPO LIBRE,2015-05-21,52.97674418604651,22.3,0.0
1368,MODA Y COMPLEMENTOS,2015-05-21,84.2074074074074,22.3,0.0
1369,HOGAR,2015-05-21,135.0,22.3,0.0
1370,BELLEZA,2015-05-21,70.97029702970298,22.3,0.0
1371,AUTO,2015-05-21,147.30434782608697,22.3,0.0
1372,ALIMENTACION,2015-05-21,27.727272727272727,22.3,0.0
1373,TECNOLOGIA,2015-05-22,152.92307692307693,24.7,0.0
1374,SALUD,2015-05-22,137.83193277310923,24.7,0.0
1375,RESTAURACION,2015-05-22,80.90322580645162,24.7,0.0
1376,OTROS,2015-05-22,176.24137931034483,24.7,0.0
1377,OCIO Y TIEMPO LIBRE,2015-05-22,72.875,24.7,0.0
1378,MODA Y COMPLEMENTOS,2015-05-22,79.4959349593496,24.7,0.0
1379,HOGAR,2015-05-22,126.11111111111111,24.7,0.0
1380,BELLEZA,2015-05-22,64.93805309734513,24.7,0.0
1381,AUTO,2015-05-22,142.05555555555554,24.7,0.0
1382,ALIMENTACION,2015-05-22,105.66666666666667,24.7,0.0
1383,TECNOLOGIA,2015-05-23,223.13793103448276,26.1,0.0
1384,SALUD,2015-05-23,88.34693877551021,26.1,0.0
1385,RESTAURACION,2015-05-23,36.7887323943662,26.1,0.0
1386,OTROS,2015-05-23,41.05263157894737,26.1,0.0
1387,OCIO Y TIEMPO LIBRE,2015-05-23,95.28571428571429,26.1,0.0
1388,MODA Y COMPLEMENTOS,2015-05-23,78.7542372881356,26.1,0.0
1389,HOGAR,2015-05-23,72.4090909090909,26.1,0.0
1390,BELLEZA,2015-05-23,60.072463768115945,26.1,0.0
1391,AUTO,2015-05-23,283.1818181818182,26.1,0.0
1392,ALIMENTACION,2015-05-23,300.2105263157895,26.1,0.0
1393,SALUD,2015-05-24,30.666666666666668,11.6,0.0
1394,RESTAURACION,2015-05-24,69.84745762711864,11.6,0.0
1395,OTROS,2015-05-24,20.0,11.6,0.0
1396,OCIO Y TIEMPO LIBRE,2015-05-24,,11.6,0.0
1397,MODA Y COMPLEMENTOS,2015-05-24,53.857142857142854,11.6,0.0
1398,HOGAR,2015-05-24,13.0,11.6,0.0
1399,BELLEZA,2015-05-24,51.125,11.6,0.0
1400,ALIMENTACION,2015-05-24,36.0,11.6,0.0
1401,TECNOLOGIA,2015-05-25,140.90697674418604,10.8,0.0
1402,SALUD,2015-05-25,156.51898734177215,10.8,0.0
1403,RESTAURACION,2015-05-25,56.392857142857146,10.8,0.0
1404,OTROS,2015-05-25,151.41176470588235,10.8,0.0
1405,OCIO Y TIEMPO LIBRE,2015-05-25,56.34375,10.8,0.0
1406,MODA Y COMPLEMENTOS,2015-05-25,108.09433962264151,10.8,0.0
1407,HOGAR,2015-05-25,170.46666666666667,10.8,0.0
1408,BELLEZA,2015-05-25,53.31506849315068,10.8,0.0
1409,AUTO,2015-05-25,78.24137931034483,10.8,0.0
1410,ALIMENTACION,2015-05-25,47.666666666666664,10.8,0.0
1411,TECNOLOGIA,2015-05-26,119.58974358974359,28.5,0.0
1412,SALUD,2015-05-26,147.31292517006804,28.5,0.0
1413,RESTAURACION,2015-05-26,70.41025641025641,28.5,0.0
1414,OTROS,2015-05-26,154.8695652173913,28.5,0.0
1415,OCIO Y TIEMPO LIBRE,2015-05-26,71.91304347826087,28.5,0.0
1416,MODA Y COMPLEMENTOS,2015-05-26,80.744,28.5,0.0
1417,HOGAR,2015-05-26,93.87096774193549,28.5,0.0
1418,BELLEZA,2015-05-26,68.27777777777777,28.5,0.0
1419,AUTO,2015-05-26,182.86363636363637,28.5,0.0
1420,ALIMENTACION,2015-05-26,110.3,28.5,0.0
1421,TECNOLOGIA,2015-05-27,126.78571428571429,28.3,0.0
1422,SALUD,2015-05-27,138.83783783783784,28.3,0.0
1423,RESTAURACION,2015-05-27,70.54761904761905,28.3,0.0
1424,OTROS,2015-05-27,53.354838709677416,28.3,0.0
1425,OCIO Y TIEMPO LIBRE,2015-05-27,68.06060606060606,28.3,0.0
1426,MODA Y COMPLEMENTOS,2015-05-27,75.44444444444444,28.3,0.0
1427,HOGAR,2015-05-27,132.3125,28.3,0.0
1428,BELLEZA,2015-05-27,57.03846153846154,28.3,0.0
1429,AUTO,2015-05-27,187.20833333333334,28.3,0.0
1430,ALIMENTACION,2015-05-27,51.23529411764706,28.3,0.0
1431,TECNOLOGIA,2015-05-28,103.5,27.7,0.0
1432,SALUD,2015-05-28,157.72340425531914,27.7,0.0
1433,RESTAURACION,2015-05-28,42.205128205128204,27.7,0.0
1434,OTROS,2015-05-28,75.72727272727273,27.7,0.0
1435,OCIO Y TIEMPO LIBRE,2015-05-28,169.90625,27.7,0.0
1436,MODA Y COMPLEMENTOS,2015-05-28,96.10967741935484,27.7,0.0
1437,HOGAR,2015-05-28,154.90697674418604,27.7,0.0
1438,BELLEZA,2015-05-28,64.84536082474227,27.7,0.0
1439,AUTO,2015-05-28,147.54166666666666,27.7,0.0
1440,ALIMENTACION,2015-05-28,72.7,27.7,0.0
1441,TECNOLOGIA,2015-05-29,107.55555555555556,20.5,0.0
1442,SALUD,2015-05-29,149.12307692307692,20.5,0.0
1443,RESTAURACION,2015-05-29,62.16,20.5,0.0
1444,OTROS,2015-05-29,39.22727272727273,20.5,0.0
1445,OCIO Y TIEMPO LIBRE,2015-05-29,116.76190476190476,20.5,0.0
1446,MODA Y COMPLEMENTOS,2015-05-29,85.19727891156462,20.5,0.0
1447,HOGAR,2015-05-29,81.375,20.5,0.0
1448,BELLEZA,2015-05-29,54.666666666666664,20.5,0.0
1449,AUTO,2015-05-29,131.73684210526315,20.5,0.0
1450,ALIMENTACION,2015-05-29,132.58333333333334,20.5,0.0
1451,TECNOLOGIA,2015-05-30,158.0344827586207,26.0,0.0
1452,SALUD,2015-05-30,140.46153846153845,26.0,0.0
1453,RESTAURACION,2015-05-30,57.270270270270274,26.0,0.0
1454,OTROS,2015-05-30,40.78260869565217,26.0,0.0
1455,OCIO Y TIEMPO LIBRE,2015-05-30,101.38888888888889,26.0,0.0
1456,MODA Y COMPLEMENTOS,2015-05-30,100.9920634920635,26.0,0.0
1457,HOGAR,2015-05-30,77.1304347826087,26.0,0.0
1458,BELLEZA,2015-05-30,72.45,26.0,0.0
1459,AUTO,2015-05-30,144.58823529411765,26.0,0.0
1460,ALIMENTACION,2015-05-30,180.2941176470588,26.0,0.0
1461,SALUD,2015-05-31,18.8,28.8,0.0
1462,RESTAURACION,2015-05-31,64.703125,28.8,0.0
1463,OTROS,2015-05-31,57.125,28.8,0.0
1464,OCIO Y TIEMPO LIBRE,2015-05-31,38.0,28.8,0.0
1465,MODA Y COMPLEMENTOS,2015-05-31,52.25,28.8,0.0
1466,HOGAR,2015-05-31,22.5,28.8,0.0
1467,BELLEZA,2015-05-31,17.5,28.8,0.0
1468,ALIMENTACION,2015-05-31,36.0,28.8,0.0
1469,TECNOLOGIA,2015-06-01,147.71052631578948,20.2,0.0
1470,SALUD,2015-06-01,172.55421686746988,20.2,0.0
1471,RESTAURACION,2015-06-01,63.6,20.2,0.0
1472,OTROS,2015-06-01,91.46666666666667,20.2,0.0
1473,OCIO Y TIEMPO LIBRE,2015-06-01,88.72222222222223,20.2,0.0
1474,MODA Y COMPLEMENTOS,2015-06-01,94.34415584415585,20.2,0.0
1475,HOGAR,2015-06-01,165.64285714285714,20.2,0.0
1476,BELLEZA,2015-06-01,53.47826086956522,20.2,0.0
1477,AUTO,2015-06-01,132.125,20.2,0.0
1478,ALIMENTACION,2015-06-01,262.25,20.2,0.0
1479,TECNOLOGIA,2015-06-02,179.0888888888889,29.1,0.0
1480,SALUD,2015-06-02,119.96078431372548,29.1,0.0
1481,RESTAURACION,2015-06-02,61.16279069767442,29.1,0.0
1482,OTROS,2015-06-02,75.32,29.1,0.0
1483,OCIO Y TIEMPO LIBRE,2015-06-02,70.125,29.1,0.0
1484,MODA Y COMPLEMENTOS,2015-06-02,80.18320610687023,29.1,0.0
1485,HOGAR,2015-06-02,424.16279069767444,29.1,0.0
1486,BELLEZA,2015-06-02,57.92391304347826,29.1,0.0
1487,AUTO,2015-06-02,217.3448275862069,29.1,0.0
1488,ALIMENTACION,2015-06-02,88.25,29.1,0.0
1489,TECNOLOGIA,2015-06-03,152.38709677419354,29.8,0.0
1490,SALUD,2015-06-03,141.64743589743588,29.8,0.0
1491,RESTAURACION,2015-06-03,53.46153846153846,29.8,0.0
1492,OTROS,2015-06-03,61.23076923076923,29.8,0.0
1493,OCIO Y TIEMPO LIBRE,2015-06-03,138.22641509433961,29.8,0.0
1494,MODA Y COMPLEMENTOS,2015-06-03,100.56875,29.8,0.0
1495,HOGAR,2015-06-03,97.625,29.8,0.0
1496,BELLEZA,2015-06-03,72.21739130434783,29.8,0.0
1497,AUTO,2015-06-03,168.24,29.8,0.0
1498,ALIMENTACION,2015-06-03,79.45454545454545,29.8,0.0
1499,TECNOLOGIA,2015-06-04,198.22222222222223,29.6,0.0
1500,SALUD,2015-06-04,123.0632911392405,29.6,0.0
1501,RESTAURACION,2015-06-04,57.810344827586206,29.6,0.0
1502,OTROS,2015-06-04,104.625,29.6,0.0
1503,OCIO Y TIEMPO LIBRE,2015-06-04,49.666666666666664,29.6,0.0
1504,MODA Y COMPLEMENTOS,2015-06-04,87.84662576687117,29.6,0.0
1505,HOGAR,2015-06-04,130.93333333333334,29.6,0.0
1506,BELLEZA,2015-06-04,71.56122448979592,29.6,0.0
1507,AUTO,2015-06-04,101.10526315789474,29.6,0.0
1508,ALIMENTACION,2015-06-04,48.266666666666666,29.6,0.0
1509,TECNOLOGIA,2015-06-05,159.62,29.0,0.0
1510,SALUD,2015-06-05,156.89147286821705,29.0,0.0
1511,RESTAURACION,2015-06-05,67.92307692307692,29.0,0.0
1512,OTROS,2015-06-05,107.0,29.0,0.0
1513,OCIO Y TIEMPO LIBRE,2015-06-05,82.72916666666667,29.0,0.0
1514,MODA Y COMPLEMENTOS,2015-06-05,89.68354430379746,29.0,0.0
1515,HOGAR,2015-06-05,59.51724137931034,29.0,0.0
1516,BELLEZA,2015-06-05,66.01587301587301,29.0,0.0
1517,AUTO,2015-06-05,246.0909090909091,29.0,0.0
1518,ALIMENTACION,2015-06-05,43.44444444444444,29.0,0.0
1519,TECNOLOGIA,2015-06-06,108.6774193548387,23.0,0.0
1520,SALUD,2015-06-06,60.791666666666664,23.0,0.0
1521,RESTAURACION,2015-06-06,79.20689655172414,23.0,0.0
1522,OTROS,2015-06-06,45.8,23.0,0.0
1523,OCIO Y TIEMPO LIBRE,2015-06-06,89.94736842105263,23.0,0.0
1524,MODA Y COMPLEMENTOS,2015-06-06,90.70161290322581,23.0,0.0
1525,HOGAR,2015-06-06,985.0909090909091,23.0,0.0
1526,BELLEZA,2015-06-06,62.232142857142854,23.0,0.0
1527,AUTO,2015-06-06,100.46153846153847,23.0,0.0
1528,ALIMENTACION,2015-06-06,162.08333333333334,23.0,0.0
1529,SALUD,2015-06-07,44.875,28.9,0.0
1530,RESTAURACION,2015-06-07,67.68571428571428,28.9,0.0
1531,OTROS,2015-06-07,27.666666666666668,28.9,0.0
1532,OCIO Y TIEMPO LIBRE,2015-06-07,,28.9,0.0
1533,MODA Y COMPLEMENTOS,2015-06-07,50.89655172413793,28.9,0.0
1534,HOGAR,2015-06-07,27.0,28.9,0.0
1535,BELLEZA,2015-06-07,27.5,28.9,0.0
1536,ALIMENTACION,2015-06-07,,28.9,0.0
1537,TECNOLOGIA,2015-06-08,147.3877551020408,27.9,0.0
1538,SALUD,2015-06-08,113.09210526315789,27.9,0.0
1539,RESTAURACION,2015-06-08,67.47368421052632,27.9,0.0
1540,OTROS,2015-06-08,127.05714285714286,27.9,0.0
1541,OCIO Y TIEMPO LIBRE,2015-06-08,63.77777777777778,27.9,0.0
1542,MODA Y COMPLEMENTOS,2015-06-08,65.31205673758865,27.9,0.0
1543,HOGAR,2015-06-08,207.33333333333334,27.9,0.0
1544,BELLEZA,2015-06-08,87.31914893617021,27.9,0.0
1545,AUTO,2015-06-08,144.9,27.9,0.0
1546,ALIMENTACION,2015-06-08,18.0,27.9,0.0
1547,TECNOLOGIA,2015-06-09,158.73333333333332,19.4,0.0
1548,SALUD,2015-06-09,144.83098591549296,19.4,0.0
1549,RESTAURACION,2015-06-09,51.02564102564103,19.4,0.0
1550,OTROS,2015-06-09,49.2,19.4,0.0
1551,OCIO Y TIEMPO LIBRE,2015-06-09,86.66666666666667,19.4,0.0
1552,MODA Y COMPLEMENTOS,2015-06-09,95.8169014084507,19.4,0.0
1553,HOGAR,2015-06-09,140.96428571428572,19.4,0.0
1554,BELLEZA,2015-06-09,72.27586206896552,19.4,0.0
1555,AUTO,2015-06-09,93.33333333333333,19.4,0.0
1556,ALIMENTACION,2015-06-09,57.30769230769231,19.4,0.0
1557,TECNOLOGIA,2015-06-10,139.27906976744185,27.3,0.0
1558,SALUD,2015-06-10,127.89506172839506,27.3,0.0
1559,RESTAURACION,2015-06-10,50.808510638297875,27.3,0.0
1560,OTROS,2015-06-10,129.0909090909091,27.3,0.0
1561,OCIO Y TIEMPO LIBRE,2015-06-10,83.46153846153847,27.3,0.0
1562,MODA Y COMPLEMENTOS,2015-06-10,75.40517241379311,27.3,0.0
1563,HOGAR,2015-06-10,146.24242424242425,27.3,0.0
1564,BELLEZA,2015-06-10,81.53260869565217,27.3,0.0
1565,AUTO,2015-06-10,104.37037037037037,27.3,0.0
1566,ALIMENTACION,2015-06-10,97.9375,27.3,0.0
1567,TECNOLOGIA,2015-06-11,172.75,15.5,2.2
1568,SALUD,2015-06-11,135.42763157894737,15.5,2.2
1569,RESTAURACION,2015-06-11,113.88679245283019,15.5,2.2
1570,OTROS,2015-06-11,57.26829268292683,15.5,2.2
1571,OCIO Y TIEMPO LIBRE,2015-06-11,108.5,15.5,2.2
1572,MODA Y COMPLEMENTOS,2015-06-11,78.73880597014926,15.5,2.2
1573,HOGAR,2015-06-11,39.96875,15.5,2.2
1574,BELLEZA,2015-06-11,66.65263157894736,15.5,2.2
1575,AUTO,2015-06-11,104.10526315789474,15.5,2.2
1576,ALIMENTACION,2015-06-11,267.75,15.5,2.2
1577,TECNOLOGIA,2015-06-12,109.02380952380952,28.9,0.0
1578,SALUD,2015-06-12,139.70149253731344,28.9,0.0
1579,RESTAURACION,2015-06-12,61.71666666666667,28.9,0.0
1580,OTROS,2015-06-12,41.916666666666664,28.9,0.0
1581,OCIO Y TIEMPO LIBRE,2015-06-12,81.23255813953489,28.9,0.0
1582,MODA Y COMPLEMENTOS,2015-06-12,96.45901639344262,28.9,0.0
1583,HOGAR,2015-06-12,135.77777777777777,28.9,0.0
1584,BELLEZA,2015-06-12,49.097345132743364,28.9,0.0
1585,AUTO,2015-06-12,129.42307692307693,28.9,0.0
1586,ALIMENTACION,2015-06-12,137.57142857142858,28.9,0.0
1587,TECNOLOGIA,2015-06-13,128.51612903225808,28.9,0.0
1588,SALUD,2015-06-13,87.65957446808511,28.9,0.0
1589,RESTAURACION,2015-06-13,88.43076923076923,28.9,0.0
1590,OTROS,2015-06-13,96.4,28.9,0.0
1591,OCIO Y TIEMPO LIBRE,2015-06-13,63.56666666666667,28.9,0.0
1592,MODA Y COMPLEMENTOS,2015-06-13,115.74444444444444,28.9,0.0
1593,HOGAR,2015-06-13,157.32142857142858,28.9,0.0
1594,BELLEZA,2015-06-13,60.339622641509436,28.9,0.0
1595,AUTO,2015-06-13,127.6,28.9,0.0
1596,ALIMENTACION,2015-06-13,112.6842105263158,28.9,0.0
1597,SALUD,2015-06-14,48.5,20.8,0.0
1598,RESTAURACION,2015-06-14,68.45454545454545,20.8,0.0
1599,OTROS,2015-06-14,22.333333333333332,20.8,0.0
1600,OCIO Y TIEMPO LIBRE,2015-06-14,12.0,20.8,0.0
1601,MODA Y COMPLEMENTOS,2015-06-14,38.0,20.8,0.0
1602,HOGAR,2015-06-14,27.0,20.8,0.0
1603,BELLEZA,2015-06-14,25.0,20.8,0.0
1604,ALIMENTACION,2015-06-14,157.33333333333334,20.8,0.0
1605,TECNOLOGIA,2015-06-15,87.52631578947368,27.4,0.0
1606,SALUD,2015-06-15,150.14615384615385,27.4,0.0
1607,RESTAURACION,2015-06-15,126.58974358974359,27.4,0.0
1608,OTROS,2015-06-15,70.28,27.4,0.0
1609,OCIO Y TIEMPO LIBRE,2015-06-15,53.205882352941174,27.4,0.0
1610,MODA Y COMPLEMENTOS,2015-06-15,92.64566929133858,27.4,0.0
1611,HOGAR,2015-06-15,93.0,27.4,0.0
1612,BELLEZA,2015-06-15,61.653333333333336,27.4,0.0
1613,AUTO,2015-06-15,365.05,27.4,0.0
1614,ALIMENTACION,2015-06-15,116.76923076923077,27.4,0.0
1615,TECNOLOGIA,2015-06-16,164.3125,29.5,0.0
1616,SALUD,2015-06-16,131.07432432432432,29.5,0.0
1617,RESTAURACION,2015-06-16,45.225,29.5,0.0
1618,OTROS,2015-06-16,103.78260869565217,29.5,0.0
1619,OCIO Y TIEMPO LIBRE,2015-06-16,94.48484848484848,29.5,0.0
1620,MODA Y COMPLEMENTOS,2015-06-16,102.3515625,29.5,0.0
1621,HOGAR,2015-06-16,257.4047619047619,29.5,0.0
1622,BELLEZA,2015-06-16,54.7906976744186,29.5,0.0
1623,AUTO,2015-06-16,103.89473684210526,29.5,0.0
1624,ALIMENTACION,2015-06-16,121.1875,29.5,0.0
1625,TECNOLOGIA,2015-06-17,180.29090909090908,29.4,0.0
1626,SALUD,2015-06-17,139.18045112781954,29.4,0.0
1627,RESTAURACION,2015-06-17,42.58139534883721,29.4,0.0
1628,OTROS,2015-06-17,137.27272727272728,29.4,0.0
1629,OCIO Y TIEMPO LIBRE,2015-06-17,58.166666666666664,29.4,0.0
1630,MODA Y COMPLEMENTOS,2015-06-17,95.144,29.4,0.0
1631,HOGAR,2015-06-17,112.95833333333333,29.4,0.0
1632,BELLEZA,2015-06-17,67.53846153846153,29.4,0.0
1633,AUTO,2015-06-17,214.6551724137931,29.4,0.0
1634,ALIMENTACION,2015-06-17,54.5625,29.4,0.0
1635,TECNOLOGIA,2015-06-18,201.83333333333334,29.6,0.0
1636,SALUD,2015-06-18,136.15079365079364,29.6,0.0
1637,RESTAURACION,2015-06-18,65.45945945945945,29.6,0.0
1638,OTROS,2015-06-18,109.2258064516129,29.6,0.0
1639,OCIO Y TIEMPO LIBRE,2015-06-18,61.65714285714286,29.6,0.0
1640,MODA Y COMPLEMENTOS,2015-06-18,97.32394366197182,29.6,0.0
1641,HOGAR,2015-06-18,158.24242424242425,29.6,0.0
1642,BELLEZA,2015-06-18,58.01136363636363,29.6,0.0
1643,AUTO,2015-06-18,171.4814814814815,29.6,0.0
1644,ALIMENTACION,2015-06-18,32.13333333333333,29.6,0.0
1645,TECNOLOGIA,2015-06-19,131.1578947368421,29.5,0.0
1646,SALUD,2015-06-19,174.18548387096774,29.5,0.0
1647,RESTAURACION,2015-06-19,45.57971014492754,29.5,0.0
1648,OTROS,2015-06-19,87.36363636363636,29.5,0.0
1649,OCIO Y TIEMPO LIBRE,2015-06-19,113.96428571428571,29.5,0.0
1650,MODA Y COMPLEMENTOS,2015-06-19,80.48,29.5,0.0
1651,HOGAR,2015-06-19,137.5142857142857,29.5,0.0
1652,BELLEZA,2015-06-19,53.747747747747745,29.5,0.0
1653,AUTO,2015-06-19,105.26086956521739,29.5,0.0
1654,ALIMENTACION,2015-06-19,56.5,29.5,0.0
1655,TECNOLOGIA,2015-06-20,207.3235294117647,29.5,0.0
1656,SALUD,2015-06-20,167.5121951219512,29.5,0.0
1657,RESTAURACION,2015-06-20,62.388888888888886,29.5,0.0
1658,OTROS,2015-06-20,46.083333333333336,29.5,0.0
1659,OCIO Y TIEMPO LIBRE,2015-06-20,121.4090909090909,29.5,0.0
1660,MODA Y COMPLEMENTOS,2015-06-20,103.12396694214875,29.5,0.0
1661,HOGAR,2015-06-20,201.42857142857142,29.5,0.0
1662,BELLEZA,2015-06-20,50.924528301886795,29.5,0.0
1663,AUTO,2015-06-20,117.58333333333333,29.5,0.0
1664,ALIMENTACION,2015-06-20,70.52941176470588,29.5,0.0
1665,SALUD,2015-06-21,25.75,28.3,0.0
1666,RESTAURACION,2015-06-21,45.22727272727273,28.3,0.0
1667,OTROS,2015-06-21,33.0,28.3,0.0
1668,OCIO Y TIEMPO LIBRE,2015-06-21,53.75,28.3,0.0
1669,MODA Y COMPLEMENTOS,2015-06-21,35.666666666666664,28.3,0.0
1670,HOGAR,2015-06-21,,28.3,0.0
1671,ALIMENTACION,2015-06-21,18.0,28.3,0.0
1672,TECNOLOGIA,2015-06-22,153.52272727272728,28.8,0.0
1673,SALUD,2015-06-22,163.61428571428573,28.8,0.0
1674,RESTAURACION,2015-06-22,40.03225806451613,28.8,0.0
1675,OTROS,2015-06-22,131.4,28.8,0.0
1676,OCIO Y TIEMPO LIBRE,2015-06-22,94.06666666666666,28.8,0.0
1677,MODA Y COMPLEMENTOS,2015-06-22,92.29251700680273,28.8,0.0
1678,HOGAR,2015-06-22,157.28205128205127,28.8,0.0
1679,BELLEZA,2015-06-22,62.61038961038961,28.8,0.0
1680,AUTO,2015-06-22,119.55,28.8,0.0
